本地菜品分类,淘点点分类ID
比格特别推荐（OurRestaurantSpecial）,50024724
比萨（比萨请提前40分钟预定）,50024724
比萨（精选）,50024724
比萨（推荐）,50024724
比萨类,50024724
超值比萨,50024724
超值系列比萨,50024724
经典比萨,50024724
特色比萨,50024724
特色系列比萨,50024724
特制比萨,50024724
招牌比萨,50024724
意大利面,50024725
意大利面（pasta）,50024725
意大利面类,50024725
意大利面系列,50024725
意面,50024725
意面/通心粉,50024725
意面类,50024725
意面系列,50024725
炒饭、拌饭类,50024726
经典铁板肉排配意面,50024726
卤饭/盖饭,50024726
特色笼仔饭,50024726
意大利饭,50024726
炸排,50024727
12寸三明治,50024728
12寸三明治套餐,50024728
6寸三明治,50024728
6寸三明治百味卷,50024728
6寸三明治沙拉,50024728
6寸三明治套餐,50024728
额外添加（加添量遵照单个6英寸三明治标准使用量）,50024728
汉堡、意面、三明治、亚洲美食、全素类套餐,50024728
汉堡/三明治,50024728
汉堡/三明治/主食,50024728
汉堡和三明治,50024728
每日一款特价三明治,50024728
拼盘三明治,50024728
拼盘三明治（请提前2小时预定）,50024728
三明治,50024728
三明治（多人）请您至少提前24小时通知我们,50024728
三明治（三明治当天制作，下午可能沽清）,50024728
三明治比萨,50024728
三明治类,50024728
三明治系列,50024728
美味汉堡,50024728
色拉,50024730
沙拉类,50024730
沙拉和鲜蔬,50024730
沙拉及凉菜,50024730
沙拉类&辅食类,50024730
沙拉类(SALAD),50024730
沙拉系列,50024730
沙律SALAD,50024730
沙律篇,50024730
前菜及沙拉,50024730
Dessert甜点,50024731
SNACK暹罗小食,50024731
缤纷小食,50024731
馋嘴小零食,50024731
精美小菜,50024731
精美小食,50024731
冷菜/小菜,50024731
秘制小料（已包含1元打包费）,50024731
爽口小凉菜,50024731
特色小食,50024731
小刺身,50024731
小锅每人一位,50024731
小笼包子（每笼6个）,50024731
小圆子系列,50024731
云吞生煎小笼,50024731
Snack小吃,50024732
特色炸鸡,50024732
炸类,50024732
炸猪排类,50024732
香芒薯季,50024733
Cakes港式点心,50024733
常温西点类,50024733
晨香源广点,50024733
单点果盒,50024733
单点类（肉类单品）,50024733
单点类（肉排类）,50024733
精选单点,50024733
冷藏西点类,50024733
惹味点心,50024733
特色小点,50024733
西餐西点,50024733
西点/糕点,50024733
招牌点心,50024733
爆米花系列,50024733
餐巾纸,50024733
餐前凉菜,50024733
草莓,50024733
丹麦类,50024733
单品汉堡,50024733
蛋卷丸子菠萝,50024733
汉堡,50024733
黄油蛋糕,50024733
健康瘦身餐,50024733
经典版,50024733
精选沙拉类,50024733
其他西餐,50024733
花式寿司单品,50024735
手卷类,50024735
手握类,50024735
寿司,50024735
寿司卷,50024735
寿司卷,50024735
寿司拼盘类,50024735
寿司—手卷,50024735
寿司套餐,50024735
寿司—细卷,50024735
握寿司,50024735
细卷类,50024735
紫菜包饭,50024735
紫菜包饭类,50024735
白蝶寿司,50024735
刺身寿司,50024735
刺身寿司类,50024735
火焰寿司系列（2个）,50024735
火炙寿司,50024735
火炙寿司炙り寿司GrilledSushi,50024735
手卷寿司系列（1个）,50024735
手握寿司（2个）,50024735
手握寿司にぎり寿司Nigiri,50024735
手握寿司类,50024735
寿司（Japanesesushipoll）,50024735
寿司餐盒类,50024735
寿司自由拼（任意8颗起做）,50024735
细卷寿司,50024735
新派寿司,50024735
LBS伦敦桥特色,50024736
朝鲜拌菜,50024736
石板料理,50024736
石板料理套餐,50024736
石锅拌饭,50024736
石锅拌饭类,50024736
石锅拌饭套餐,50024736
石锅饭,50024736
石锅饭类,50024736
石锅篇,50024736
特色石锅,50024736
Sandwich三明治,50024737
创意大卷,50024737
刺身,50024737
刺身/生鱼片,50024737
刺身单品,50024737
刺身类,50024737
刺身料理,50024737
刺身拼盘,50024737
刺身系列,50024737
卷之寿司,50024737
拼盘,50024737
三文鱼,50024737
生鱼,50024737
生鱼刺身,50024737
生鱼片,50024737
生鱼片刺身,50024737
生鱼片刺身,50024737
生鱼片刺身Sashimi,50024737
生鱼拼盘,50024737
生鱼拼盘/活鱼料理,50024737
生鱼寿司饭,50024737
生鱼寿司拼盘,50024737
手卷,50024737
手卷之寿司,50024737
寿司拼盘,50024737
寿司拼盘,50024737
天妇罗,50024737
握寿司·手卷,50024737
细卷,50024737
一品料理,50024737
招牌卷寿司,50024737
Pasta意面,50024738
Steak,50024738
韩式系列,50024738
韩式炒年糕,50024738
铁板炒饭,50024738
经典寿司,50024738
精选卷物,50024738
军舰寿司,50024738
明虾天妇罗反卷,50024738
日式火锅,50024738
日式主食,50024738
烧物,50024738
太卷,50024738
铁板烧,50024738
细卷系列,50024738
一级料理及搭配,50024738
一品卷,50024738
一品料理主食类,50024738
艺品寿司,50024738
主料理,50024738
chicken,50024738
chickendnum,50024738
Chinesetea,50024738
combo,50024738
Toast时尚土司,50024738
包罗万象,50024738
华舞日本料理,50024738
日韩料理/刺身,50024738
Breakfast早餐,50024740
花舍-奶茶,50024740
经典奶茶系列,50024740
盆栽奶茶系列,50024740
日出QQ口感,50024740
日出鲜活健康,50024740
日出香醇奶茶,50024740
日出新鲜特调,50024740
日出雪客,50024740
幸福白胡子奶盖,50024740
果味奶昔,50024740
好喝的奶茶,50024740
科斯塔奶昔系列,50024740
牦牛酸奶,50024740
奶茶,50024740
奶茶类,50024740
奶茶系列,50024740
奶酪,50024740
奶昔,50024740
奶昔传说,50024740
奶昔系列,50024740
牛奶,50024740
牛奶奶茶,50024740
双皮奶,50024740
双皮奶系列,50024740
酸奶,50024740
台式奶茶,50024740
鲜果奶,50024740
鲜果奶昔,50024740
珍珠奶茶,50024740
Coffee咖啡,50024741
纯品咖啡,50024741
单品咖啡,50024741
花舍-精品风味咖啡,50024741
花舍-精致咖啡,50024741
花式咖啡,50024741
皇家比利时纯品咖啡,50024741
经典花式咖啡,50024741
经典咖啡,50024741
经典咖啡（热）ClassicCoffee（hot）,50024741
咖啡,50024741
咖啡豆（切记咖啡像蔬菜一样，容易变质）,50024741
咖啡及巧克力,50024741
咖啡系列,50024741
科斯塔纯品咖啡,50024741
日出可可,50024741
特色咖啡,50024741
意式咖啡,50024741
源产地单品咖啡,50024741
巧克力,50024741
巧克力蛋糕,50024741
巧克力蛋糕类,50024741
美味汤羹,50024742
juice饮品,50024743
茶,50024743
花舍-营养组合果汁,50024743
鲜榨果蔬汁,50024743
鲜榨果汁,50024743
营养鲜果汁,50024743
果汁,50024744
私房茶饮,50024744
茶点,50024744
茶点小食,50024744
茶品系列,50024744
茶品系列（热品）,50024744
茶水,50024744
茶水类,50024744
茶系列,50024744
茶叶类,50024744
花茶,50024744
花果茶,50024744
花家凉菜,50024744
1000CC更给力,50024745
CO.饮品,50024745
DRINK暹罗饮品,50024745
HkDrinks港式茶饮,50024745
缤纷饮料,50024745
冰镇饮料,50024745
茶饮料,50024745
超级果味系列（热饮）,50024745
果粒茶饮,50024745
韩饮,50024745
厚味饮品类,50024745
花舍-清爽特饮,50024745
皇家特色茶饮,50024745
健康饮品,50024745
今夏我做主（冷饮）,50024745
进口饮料以及小食类,50024745
酒精饮料,50024745
酒饮,50024745
咖啡系列（热饮）,50024745
咖啡饮料,50024745
乐活鲜饮/常温、冰,50024745
冷饮,50024745
冷饮系列,50024745
两荤一素+饮料,50024745
流食/饮料,50024745
奶茶/咖啡/饮料,50024745
牛奶饮品,50024745
暖心热饮,50024745
配餐/小菜/汤饮,50024745
瓶饮料,50024745
其他饮料,50024745
清心茶饮,50024745
热饮,50024745
热饮和茶Hot.Tea,50024745
热饮鲜榨果汁,50024745
日出冰沙,50024745
软饮,50024745
时尚酷饮,50024745
时尚冷饮,50024745
时尚汽水（冷饮）,50024745
时尚热饮,50024745
时尚饮品,50024745
水吧饮料,50024745
碳酸饮料,50024745
特色茶叶（10包/袋）热饮、冰镇两相宜,50024745
特色饮品,50024745
甜品饮品,50024745
听装饮料,50024745
系列饮品,50024745
鲜茶现调现做（热饮）,50024745
鲜榨饮料类,50024745
现调饮料,50024745
香浓挡不住（热饮）,50024745
养生热饮,50024745
养颜系列（热饮),50024745
一荤一素+饮料,50024745
饮料,50024745
饮料（已包含一元打包盒费用）,50024745
饮料/洒水,50024745
饮料代购,50024745
饮料和小食,50024745
饮料系列,50024745
饮品&甜品,50024745
饮品、鲜榨果汁,50024745
饮品甜品,50024745
饮用水,50024745
自制饮品,50024745
自制饮品（已包含一元打包费）,50024745
佐食、饮料、甜品,50024745
鲜萃茶/热、常温、冰,50024745
鲜果冰沙类,50024745
鲜果茶,50024745
鲜果牛奶系列,50024745
鲜果沙冰,50024745
鲜果系列,50024745
鲜果优酷乳,50024745
鲜奶/热、常温、冰,50024745
鲜奶茶,50024745
鲜奶蛋糕,50024745
鲜奶类,50024745
鲜榨果汁类,50024745
鲜榨类,50024745
鲜榨时光,50024745
闲情小吃一品料理,50024745
现磨豆浆,50024745
现榨果汁,50024745
现榨汁,50024745
Drinks特调果汁,50024745
FruitJuice鲜榨果汁,50024745
Fruit鲜果系列,50024745
heyjuice果蔬汁,50024745
heyjuice果汁,50024745
HotChocolate热巧克力,50024745
i冰乐,50024745
juice,50024745
Me的奶茶/热、常温、冰,50024745
Mix&Match系列,50024745
ModernAsian现代亚洲美食,50024745
Pastry港式蒸点,50024745
冰冰乐,50024745
冰茶,50024745
冰茶茶类,50024745
冰茶系列,50024745
纯果汁,50024745
纯奶茶,50024745
纯品奶茶系列,50024745
醇香奶茶,50024745
醇香奶茶珍珠奶茶,50024745
豆腐豆花系列,50024745
豆花,50024745
豆花（热品）,50024745
豆花豆腐类,50024745
豆浆,50024745
豆浆冰沙,50024745
果缤纷醋茶,50024745
果茶,50024745
果汁系列,50024745
健康果蔬汁,50024745
乐活果汁,50024745
水果鲜榨汁,50024745
特调果汁,50024745
Milk牛奶,50024746
Q功效饮,50024746
Salad沙拉,50024746
Smoothie冰沙,50024746
阿根廷,50024746
澳大利亚,50024746
冰霜雪泥系列,50024746
餐后甜品冰沙,50024746
豆浆系列,50024746
法国,50024746
港品鲜果捞嘢,50024746
格鲁吉亚,50024746
果汁奶昔,50024746
花舍-茗茶特饮,50024746
花舍-特色红茶,50024746
花舍-营养五谷,50024746
黄酒,50024746
嘉和酒水饮料,50024746
经典牛奶,50024746
酒水,50024746
酒水类,50024746
妈咪糖水,50024746
美国,50024746
米酒,50024746
蜜冰系列,50024746
绵绵冰系列,50024746
摩尔多瓦,50024746
奶昔/沙冰,50024746
南非,50024746
其他饮品,50024746
西班牙,50024746
下午茶,50024746
新西兰,50024746
意大利,50024746
饮料类,50024746
饮品,50024746
饮品系列,50024746
智利,50024746
自制饮料,50024746
冰岛海参,50024746
冰激凌圣代/水果捞,50024746
冰激凌圣代水果捞,50024746
冰乐,50024746
冰品,50024746
冰品&甜品,50024746
冰品类,50024746
冰淇淋,50024746
冰淇淋/果盘,50024746
冰淇淋系列,50024746
冰沙传说,50024746
冰沙类,50024746
冰沙奶昔,50024746
冰爽一夏,50024746
冰粥系列,50024746
布丁（冰）,50024746
激情冰爽到底冰沙/奶昔,50024746
极点冰系列,50024746
科斯塔刨冰系列,50024746
可可&抹茶/热、常温、冰,50024746
奶醇系列/热、常温、冰,50024746
清凉冰品,50024746
清凉冰品（冰）,50024746
融融冰,50024746
沙冰,50024746
爽冰乐,50024746
水果沙冰,50024746
夏日冰品,50024746
汽水类,50024746
汽水时代,50024746
汽水系列,50024746
别样绿茶系列,50024746
布丁豆花,50024746
科斯塔国内名茶系列,50024746
科斯塔特调茶系列,50024746
可可抹茶,50024746
冷串串系列,50024746
流食,50024746
流食系列,50024746
七茶柠檬,50024746
手磨豆腐花系列,50024746
烫菜,50024746
西米露系列,50024746
雪乐,50024746
雪山系列,50024746
洋风,50024746
养生原味茶,50024746
滑嫩仙草,50024746
滑嫩仙草（热品）,50024746
港式甜品,50024748
礼品蛋糕,50024748
美味甜点,50024748
面包,50024748
欧式面包,50024748
切块蛋糕,50024748
人气面包,50024748
甜点,50024748
甜面包,50024748
主食面包,50024748
蛋糕,50024749
多乐之日的冬日仙境,50024749
鸡、鸭件,50024749
慕斯蛋糕,50024749
切片蛋糕,50024749
庆典蛋糕,50024749
生日蛋糕,50024749
鲜奶油蛋糕,50024749
水果蛋糕,50024749
蛋糕类,50024749
沙煲,50024749
手工蛋糕,50024749
曲奇,50024750
布丁,50024751
厨房点心甜品,50024751
松饼,50024751
点点心意,50024751
点心,50024751
点心心意,50024751
广点/面点,50024751
广式茶点,50024751
招牌甜品,50024751
主食点心,50024751
冰沙,50024752
茶饮,50024752
花舍-超级冰,50024752
花舍-水果捞,50024752
嫩滑仙草,50024752
手打豆花,50024752
手工芋圆,50024752
台式蜜冰,50024752
甜品,50024752
甜品类,50024752
甜品系列,50024752
幸福甜品,50024752
养生热品,50024752
甜点、小食系列,50024752
甜点蛋糕芝士系列,50024752
甜点和配菜,50024752
甜点篇,50024752
甜品/糖水,50024752
甜品果汁,50024752
甜品篇,50024752
甜品粥羹,50024752
甜食类,50024752
甜食系列,50024752
甜甜蜜蜜,50024752
Dessert鲜果捞·甜品,50024752
DESSERT暹罗甜品,50024752
HkDrinks甜品,50024752
精美甜品（含一元打包费）,50024752
西式甜品,50024752
夏季甜品,50024752
香港甜品,50024752
飲料&甜品,50024752
滋补养颜保健甜品,50024752
滋润养颜糖水甜品,50024752
布丁系列,50024753
豆花系列,50024753
甘蔗系列,50024753
解辣甜品,50024753
精美点心,50024753
奶酪系列,50024753
披萨,50024753
甜点类,50024753
广东烧腊,50024756
广式烧膳,50024756
卤水港式烧味,50024756
本店特色,50024757
肠粉类,50024757
方便菜,50024757
港品濑粉,50024757
港品面道,50024757
港式风味,50024757
韩国小食品,50024757
煎炸类,50024757
江南创意风味小吃篇,50024757
江南创意主食篇,50024757
金和美食,50024757
精美小吃类,50024757
精品川香,50024757
老北京小吃,50024757
驴肉家常,50024757
麻辣香锅主食类,50024757
塞外风情,50024757
熟食,50024757
台湾豆花,50024757
特色小吃,50024757
甜蜜蜜,50024757
湘情湘意,50024757
小吃,50024757
新派美食,50024757
一心麻辣香锅,50024757
主食分类,50024757
陕西名小吃,50024757
陕西特色主食,50024757
薯条,50024757
薯条/小食,50024757
薯条小食,50024757
秦川老碗米皮,50024757
清爽沙拉系列,50024757
热狗,50024757
热狗汉堡系列,50024757
肉夹馍类,50024757
素馅类,50024757
特色拉条,50024757
吐司类,50024757
壹处烧麦,50024757
缤纷鲜果切（提前一天预订）,50024759
花舍-四季鲜果,50024759
乐活果漾系列,50024759
水果,50024759
西瓜,50024759
办公室水果（提前一天预订）,50024760
水果拼盘,50024760
营养果盒,50024760
果果缤纷,50024760
果盘类,50024760
寒天&果漾,50024760
精品蔬果,50024760
科斯塔花果茶系列,50024760
水果/拼盘/果篮,50024760
扒类,50024763
蛋类,50024763
第二代水煮鱼,50024763
第三代水煮鱼,50024763
第一代水煮鱼,50024763
沸腾酸萝卜鱼,50024763
腐皮系列,50024763
海产,50024763
海鲜,50024763
海鲜类,50024763
河鲜,50024763
鸡肉类,50024763
健康时蔬,50024763
江南创意海鲜篇,50024763
金百万大闸蟹,50024763
精选名鲍,50024763
卷类,50024763
菌菜类,50024763
菌类/豆制品类/蔬菜类,50024763
绿色蔬菜,50024763
麻辣香锅海鲜类,50024763
牛肉肥肠,50024763
平价河鲜,50024763
肉类/海鲜类,50024763
蔬菜,50024763
蔬菜类,50024763
田园时蔬,50024763
羲和热菜（海鲜类）,50024763
鲜活海鲜,50024763
蟹汤翅,50024763
鸭类,50024763
养生时蔬,50024763
有机蔬菜,50024763
鱼鲍参,50024763
鱼类,50024763
鱼虾类,50024763
自制菜品,50024763
馋嘴蛙配菜,50024764
豆腐类,50024764
豆制品,50024764
金百万准成品,50024764
菌菇类,50024764
沙拉,50024764
12元区,50024765
20元区,50024765
28元区,50024765
8元区,50024765
DIY加料,50024765
VIP卡,50024765
本店人气,50024765
本店特别推荐篇,50024765
冰爽夏日,50024765
菜底,50024765
餐前美食篇,50024765
餐厅推荐,50024765
厨师推荐,50024765
川行天下,50024765
川湘大融合,50024765
川湘风情,50024765
传统味道,50024765
大排档风味,50024765
代购,50024765
单点,50024765
单只精品（需提前三天预订）,50024765
点食成金,50024765
二元区,50024765
大鸭梨月饼优惠区,50024765
飞禽走兽,50024765
风味,50024765
风味土钵,50024765
广点,50024765
海派精品,50024765
和田枣王6星品质,50024765
和田枣王6星品质（2罐起点）,50024765
湖南特色,50024765
怀旧经典,50024765
会员点餐有礼赠,50024765
记忆中的味道,50024765
季节性推出,50024765
炒菜,50024765
炒年糕,50024765
湖湘小炒,50024765
家常小炒,50024765
小炒蒸菜烧菜类,50024765
金百万中秋月饼6折专区,50024765
煎菜,50024765
健康美食,50024765
街头美味,50024765
明月冰皮月饼套盒,50024765
金牌系列,50024765
京城独有,50024765
经典热菜,50024765
经典推荐,50024765
精美川湘菜,50024765
精美冷蝶,50024765
精美主食篇,50024765
精品·川菜,50024765
精品·湘菜,50024765
精品·粤菜,50024765
精品特推,50024765
精品粤菜,50024765
精品再现,50024765
酒菜类,50024765
开胃菜,50024765
开胃前菜,50024765
烤肉,50024765
烤鱼伴侣,50024765
烤鱼搭配菜,50024765
老北京特色,50024765
老家土菜,50024765
礼盒,50024765
林家典藏,50024765
另类菜品,50024765
麻光辣影,50024765
麻辣的诱惑,50024765
麻辣烫,50024765
麦当劳早餐,50024765
美人系列,50024765
美味,50024765
美味空间,50024765
美味小吃,50024765
南北主食,50024765
烹鱼专家,50024765
其他,50024765
谦记叹茶,50024765
谦记有粉丝,50024765
谦记有鸡味,50024765
前菜,50024765
前菜类,50024765
清迈特色主食,50024765
清真传统,50024765
清真特色,50024765
热菜传统,50024765
热菜类,50024765
热菜类,50024765
热菜篇,50024765
热菜知味,50024765
热销菜,50024765
热销产品,50024765
三元区,50024765
沙律,50024765
山珍野菌,50024765
陕西名吃,50024765
烧腊卤水,50024765
生猛河海鲜,50024765
生猛宁波海鲜,50024765
石墨糊,50024765
蜀珍经典,50024765
谁说卾菜全是鱼,50024765
水煮系列,50024765
四季佳肴,50024765
四元区,50024765
碳烤羊腿,50024765
套装精品（需提前三天预订）,50024765
特别·介绍,50024765
特色,50024765
特色菜系列,50024765
特色锅,50024765
特色经典,50024765
特色美味,50024765
特色篇,50024765
铁板私房菜,50024765
团建会议（提前一天预订）,50024765
推荐,50024765
五彩冰纷,50024765
午餐,50024765
湘鄂风味,50024765
小菜,50024765
小料,50024765
新菜上市,50024765
新菜推荐,50024765
新品,50024765
新品上市,50024765
新品推荐,50024765
新增菜单,50024765
亚洲精选,50024765
养颜贡品,50024765
一臭三鲜,50024765
营养早餐,50024765
鱼锅配菜,50024765
原生态农家土菜,50024765
原生态萧县山羊肉,50024765
岳麓新主意,50024765
早餐,50024765
早餐（时间8:30-9:15）,50024765
早点类,50024765
长生果系列,50024765
招牌推荐,50024765
镇店之宝,50024765
蒸菜,50024765
蒸蒸·日上,50024765
蒸蒸日上,50024765
正餐,50024765
正餐类,50024765
煮物,50024765
滋补养生,50024765
最健康,50024765
包装用礼盒,50024765
良心梨,50024765
驴行天下,50024765
菜品（荤）,50806003
海鲜（香锅配菜）,50806003
海鲜、河鲜,50806003
荤菜类,50806003
鸡肉、鸭肉,50806003
鸡鸭类,50806003
冷荤,50806003
牛肉,50806003
牛肉、羊肉,50806003
牛羊驴肉类,50806003
配菜肉,50806003
谦记手工剁肉,50806003
肉畜佳肴,50806003
肉类（香锅配菜）,50806003
香锅，火锅配菜肉类,50806003
香锅，火锅配菜自制丸滑类,50806003
羊肉,50806003
猪肉,50806003
猪肉类,50806003
鲍翅海参,50808005
本店精品推荐菜,50808005
比萨配料,50808005
朝江春肠粉,50808005
川菜,50808005
传统京鲁,50808005
大厨推荐,50808005
豆豉烤鱼,50808005
官府养生,50808005
荤菜,50808005
奥式小炒,50808005
江南创意蒸菜篇,50808005
江南特色创意篇,50808005
京味菜,50808005
风味小炒,50808005
精品美食,50808005
精品湘菜,50808005
烤鱼篇,50808005
口碑推荐,50808005
麻辣烤鱼,50808005
麻辣香锅（肉类）,50808005
麻辣香锅（四份起点）,50808005
面酷特荐,50808005
面艺观止,50808005
农家特色,50808005
泡椒烤鱼,50808005
泡椒系列,50808005
清迈特色主菜,50808005
全新口味,50808005
时尚湘菜,50808005
时尚鸭菜,50808005
酸菜烤鱼,50808005
特别推荐,50808005
特别推荐篇,50808005
特色大铁板,50808005
特色类,50808005
特色湘菜,50808005
西北风味,50808005
香锅,50808005
香辣烤鱼,50808005
湘菜,50808005
新疆风味,50808005
鱼类（火锅配菜）,50808005
招牌,50808005
招牌菜,50808005
招牌鱼,50808005
真梨村特色,50808005
主菜,50808005
自制面食和米饭,50808005
泡菜、酱菜、拌菜,50812008
调料,50812008
【必须】香锅系列（锅底必选）,50816007
锅底,50816007
锅底区,50816007
火锅,50816007
火锅类,50816007
麻辣香锅（四份起炒）,50816007
烤鱼配菜,50816007
麻辣香锅,50816007
麻辣香锅锅底,50816007
麻辣香锅篇,50816007
秘制锅底,50816007
特色锅底,50816007
特色锅类,50816007
特色蛙锅,50816007
北京小吃,50816008
低卡代餐小食,50816008
点心系列,50816008
风味小吃,50816008
功德林净素小食专营店,50816008
广点小吃,50816008
京味小吃,50816008
开胃小菜,50816008
美点小吃,50816008
面点小吃,50816008
南北小吃,50816008
谦记手打鱼腐,50816008
清迈特色甜品及小吃,50816008
手握寿司,50816008
四川名小吃,50816008
四川小吃,50816008
香港街头小食,50816008
小吃类,50816008
小吃篇,50816008
小食,50816008
小食饮料,50816008
主食小吃,50816008
点心（无折扣）,50816008
点心类,50816008
点心篇,50816008
点心甜品,50816008
点心小吃,50816008
糕点,50816008
糕点系列,50816008
Snacks香港地道小吃,50816008
极致小吃,50816008
精典小吃,50816008
精选小吃,50816008
精选小吃（SnackChoices）,50816008
可口可乐2元每份餐限购1灌小吃除外多点按每灌3元收取,50816008
美点小吃（已包含一元打包费）,50816008
特色小吃(ASIANSNACKS),50816008
特色小吃（已含1元餐盒费）,50816008
特色小吃类,50816008
小吃/甜品,50816008
主。食。点。心,50816008
主食菜品,50816008
主食厨房,50816008
主食单点,50816008
主食点心系列,50816008
主食类（SANDWICH),50816008
煮点,50816008
状元特色粥,50816008
经典包子（每笼四个）,50816008
笼包类,50816008
素里香包子,50816008
菜品（素）,50828003
豆制菌类,50828003
豆制品（香锅配菜）,50828003
荤菜、菌类,50828003
健康蔬菜,50828003
精品素菜,50828003
菌类（香锅配菜）,50828003
绿色田园,50828003
麻辣香锅(荤菜）,50828003
麻辣香锅（菌类）,50828003
麻辣香锅（蔬菜类）,50828003
麻辣香锅（素菜）,50828003
麻辣香锅素菜类,50828003
配菜素,50828003
青菜类,50828003
时令时蔬,50828003
时令蔬菜,50828003
时蔬,50828003
时蔬篇,50828003
蔬菜（香锅配菜）,50828003
蔬菜、菌菇,50828003
素菜,50828003
素菜类,50828003
特色涮菜,50828003
香锅，火锅配菜菌类,50828003
香锅，火锅配菜素菜类,50828003
蒸菜篇,50828003
简餐,50828004
海鲜系列,50828005
白酒,50828005
白酒类,50828005
白葡萄酒,50828005
百戴典藏,50828005
成品酒水,50828005
成品酒水（本地）,50828005
红酒,50828005
红酒类,50828005
红酒系列,50828005
黄酒类,50828005
精品红酒,50828005
精品名酒,50828005
酒,50828005
酒类,50828005
啤酒,50828005
啤酒类,50828005
起泡酒,50828005
清/烧酒,50828005
特色酒水,50828005
洋酒,50828005
"洋酒、红酒、啤酒、鸡尾酒(Wine,redwine,beer,cocktails)",50828005
酌酒小菜,50828005
果啤,50828005
